FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRQP,,,CRWD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C485.20260220,,CRWD  260220C00485000,CRWD US 02/20/26 C485 EQUITY,OP
HRA8,,,CRWD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C485.20260220,,CRWD  260220C00485000,CRWD US 02/20/26 C485 EQUITY,OP
HR21,,,CSCO,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CSCO..C75.20260220,,CSCO  260220C00075000,CSCO US 02/20/26 C75 EQUITY,OP
HRT9,,,CSCO,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CSCO..C75.20260220,,CSCO  260220C00075000,CSCO US 02/20/26 C75 EQUITY,OP
HRQA,,,CVE,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CVE..C26-5.20260220,,CVE   260220C00026500,CVE CN 02/20/26 C26.5 EQUITY,OP
HRVG,,,CZR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CZR..C24-5.20260220,,CZR   260220C00024500,CZR US 02/20/26 C24.5 EQUITY,OP
HRTM,,,D,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.D..C62-5.20260220,,D     260220C00062500,D US 02/20/26 C62.5 EQUITY,OP
HRVG,,,DAL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DAL..C70.20260220,,DAL   260220C00070000,DAL US 02/20/26 C70 EQUITY,OP
HRVP,,,DAL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DAL..C70.20260220,,DAL   260220C00070000,DAL US 02/20/26 C70 EQUITY,OP
HRVP,,,DE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DE..C520.20260220,,DE    260220C00520000,DE US 02/20/26 C520 EQUITY,OP
HRTH,,,DHR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DHR..C237-5.20260220,,DHR   260220C00237500,DHR US 02/20/26 C237.5 EQUITY,OP
HRTG,,,DLR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DLR..C162-5.20260220,,DLR   260220C00162500,DLR US 02/20/26 C162.5 EQUITY,OP
HRQM,,,DOL,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DOL..C200.20260220,,DOL   260220C00200000,DOL CN 02/20/26 C200. EQUITY,OP
HRQM,,,DSG,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DSG..C128.20260220,,DSG   260220C00128000,DSG CN 02/20/26 C128. EQUITY,OP
HRT0,,,E,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.E..C40.20260220,,E     260220C00040000,E US 02/20/26 C40 EQUITY,OP
HRAS,,,EDV,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EDV..C67.20260220,,EDV   260220C00067000,EDV US 02/20/26 C67 EQUITY,OP
HRTM,,,EIX,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EIX..C62-5.20260220,,EIX   260220C00062500,EIX US 02/20/26 C62.5 EQUITY,OP
HRTH,,,ELV,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ELV..C380.20260220,,ELV   260220C00380000,ELV US 02/20/26 C380 EQUITY,OP
HRTM,,,EMA,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.EMA..C69.20260220,,EMA   260220C00069000,EMA CN 02/20/26 C69. EQUITY,OP
HRQA,,,EMA,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.EMA..C69.20260220,,EMA   260220C00069000,EMA CN 02/20/26 C69. EQUITY,OP
HRQM,,,EMA,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.EMA..C69.20260220,,EMA   260220C00069000,EMA CN 02/20/26 C69. EQUITY,OP
HRQA,,,ENB,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. EQUITY,OP
HRQM,,,ENB,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. EQUITY,OP
HRQ1,,,ENB,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. EQUITY,OP
HRQS,,,ENB,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. EQUITY,OP
HRT0,,,EOG,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EOG..C107.20260220,,EOG   260220C00107000,EOG US 02/20/26 C107 EQUITY,OP
HRTM,,,ES,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ES..C75.20260220,,ES    260220C00075000,ES US 02/20/26 C75 EQUITY,OP
HRVP,,,ETN,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ETN..C350.20260220,,ETN   260220C00350000,ETN US 02/20/26 C350 EQUITY,OP
HRVG,,,EXPE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EXPE..C277-5.20260220,,EXPE  260220C00277500,EXPE US 02/20/26 C277.5 EQUITY,OP
HRVP,,,FAST,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.FAST..C42-5.20260220,,FAST  260220C00042500,FAST US 02/20/26 C42.5 EQUITY,OP
HRTP,,,FCNCA,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.FCNCA..C2200.20260220,,FCNCA 260220C02200000,FCNCA US 02/20/26 C2200 EQUITY,OP
HRTM,,,FE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.FE..C48.20260220,,FE    260220C00048000,FE US 02/20/26 C48 EQUITY,OP
HRQM,,,FNV,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FNV..C350.20260220,,FNV   260220C00350000,FNV CN 02/20/26 C350. EQUITY,OP
HRTM,SE0026686958,,FORTUM,,0.0,EUR,N,FI,,,,,,,,,,,,,,,EO.FI.HE.FORTUM..C19-5.20260220,,FORTUM260220C00019500,FORTUM FH 02/20/26 C19.5 EQUITY,OP
HRTM,FREX02223441,,FT1,,0.0,EUR,N,FR,,,,,,,,,,,,,,,EO.FR.PA.FT1..C15.20260220,,FT1   260220C00015000,FT1 FP 02/20/26 C15 EQUITY,OP
HRQA,,,FTS,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FTS..C78.20260320,,FTS   260320C00078000,FTS CN 03/20/26 C78. EQUITY,OP
HRQM,,,FTS,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FTS..C78.20260320,,FTS   260320C00078000,FTS CN 03/20/26 C78. EQUITY,OP
HRTM,ES0A06747059,,GAS,,0.0,EUR,N,ES,,,,,,,,,,,,,,,EO.ES.MA.GAS..C26.20260220,,GAS   260220C00026000,GAS SM 02/20/26 C26 EQUITY,OP
HRVP,,,GD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GD..C370.20260220,,GD    260220C00370000,GD US 02/20/26 C370 EQUITY,OP
HRVP,,,GE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C325.20260220,,GE    260220C00325000,GE US 02/20/26 C325 EQUITY,OP
HRCL,,,GE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C327-5.20260220,,GE    260220C00327500,GE US 02/20/26 C327.5 EQUITY,OP
HRCL,,,GE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C342-5.20260220,,GE    260220C00342500,GE US 02/20/26 C342.5 EQUITY,OP
HRCL,,,GE,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C340.20260306,,GE    260306C00340000,GE US 03/06/26 C340 EQUITY,OP
HRVP,,,GEV,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GEV..C700.20260220,,GEV   260220C00700000,GEV US 02/20/26 C700 EQUITY,OP
HRQM,,,GIB,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GIB..C130.20260220.A,,GIB   260220C00130000,GIB CN 02/20/26 C130 EQUITY,OP
HRQL,,,GLXY,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GLXY..C48.20260220,,GLXY  260220C00048000,GLXY CN 02/20/26 C48. EQUITY,OP
HR21,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C330.20260220,,GOOGL 260220C00330000,GOOGL US 02/20/26 C330 EQUITY,OP
HRT9,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C330.20260220,,GOOGL 260220C00330000,GOOGL US 02/20/26 C330 EQUITY,OP
HRV7,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260220,,GOOGL 260220C00335000,GOOGL US 02/20/26 C335 EQUITY,OP
HRQP,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260220,,GOOGL 260220C00335000,GOOGL US 02/20/26 C335 EQUITY,OP
HRQP,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C342-5.20260220,,GOOGL 260220C00342500,GOOGL US 02/20/26 C342.5 EQUITY,OP
HRCL,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C350.20260220,,GOOGL 260220C00350000,GOOGL US 02/20/26 C350 EQUITY,OP
HRCL,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C365.20260220,,GOOGL 260220C00365000,GOOGL US 02/20/26 C365 EQUITY,OP
HRV7,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260306,,GOOGL 260306C00335000,GOOGL US 03/06/26 C335 EQUITY,OP
HRCL,,,GOOGL,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C345.20260306,,GOOGL 260306C00345000,GOOGL US 03/06/26 C345 EQUITY,OP
HRCL,,,GS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C1010.20260220,,GS    260220C01010000,GS US 02/20/26 C1010 EQUITY,OP
HRTP,,,GS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C960.20260220,,GS    260220C00960000,GS US 02/20/26 C960 EQUITY,OP
HRCL,,,GS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C990.20260306,,GS    260306C00990000,GS US 03/06/26 C990 EQUITY,OP
HRTS,,,GSK,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GSK..C48-5.20260220,,GSK   260220C00048500,GSK US 02/20/26 C48.5 EQUITY,OP
HRTG,,,GTY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GTY..C30.20260220,,GTY   260220C00030000,GTY US 02/20/26 C30 EQUITY,OP
HRQA,,,GWO,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GWO..C69.20260220,,GWO   260220C00069000,GWO CN 02/20/26 C69. EQUITY,OP
HRVG,,,H,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.H..C165.20260220,,H     260220C00165000,H US 02/20/26 C165 EQUITY,OP
HRQM,,,H,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.H..C54.20260220,,H     260220C00054000,H CN 02/20/26 C54. EQUITY,OP
HRTP,,,HBAN,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HBAN..C19.20260220,,HBAN  260220C00019000,HBAN US 02/20/26 C19 EQUITY,OP
HRVG,,,HLT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HLT..C297-5.20260220,,HLT   260220C00297500,HLT US 02/20/26 C297.5 EQUITY,OP
HRQP,,,HOOD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C106.20260220,,HOOD  260220C00106000,HOOD US 02/20/26 C106 EQUITY,OP
HRQP,,,HOOD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C110.20260220,,HOOD  260220C00110000,HOOD US 02/20/26 C110 EQUITY,OP
HRQL,,,HOOD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C87.20260306,,HOOD  260306C00087000,HOOD US 03/06/26 C87 EQUITY,OP
HRVG,,,HST,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HST..C18-85.20260220,,HST   260220C00018850,HST US 02/20/26 C18.85 EQUITY,OP
HRQL,,,HUT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HUT..C60.20260220,,HUT   260220C00060000,HUT US 02/20/26 C60 EQUITY,OP
HRQJ,,,IBIT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C55.20260220,,IBIT  260220C00055000,IBIT US 02/20/26 C55 EQUITY,OP
HRQL,,,IBIT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C57.20260220,,IBIT  260220C00057000,IBIT US 02/20/26 C57 EQUITY,OP
HRQJ,,,IBIT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C42.20260306,,IBIT  260306C00042000,IBIT US 03/06/26 C42 EQUITY,OP
HRVL,,,IEF,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C96.20260220,,IEF   260220C00096000,IEF US 02/20/26 C96 EQUITY,OP
HRVL,,,IEF,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C96.20260227,,IEF   260227C00096000,IEF US 02/27/26 C96 EQUITY,OP
HRVL,,,IEF,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C97-5.20260313,,IEF   260313C00097500,IEF US 03/13/26 C97.5 EQUITY,OP
HRQM,,,IFC,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IFC..C280.20260220,,IFC   260220C00280000,IFC CN 02/20/26 C280. EQUITY,OP
HRQA,,,IGM,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IGM..C68.20260220,,IGM   260220C00068000,IGM CN 02/20/26 C68. EQUITY,OP
HR21,,,INTU,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INTU..C550.20260220,,INTU  260220C00550000,INTU US 02/20/26 C550 EQUITY,OP
HRTG,,,INVH,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INVH..C27-5.20260220,,INVH  260220C00027500,INVH US 02/20/26 C27.5 EQUITY,OP
HRVP,,,IR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IR..C100.20260220,,IR    260220C00100000,IR US 02/20/26 C100 EQUITY,OP
HRVP,,,IR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IR..C85.20260220,,IR    260220C00085000,IR US 02/20/26 C85 EQUITY,OP
HRQL,,,IREN,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IREN..C60.20260220,,IREN  260220C00060000,IREN US 02/20/26 C60 EQUITY,OP
HRTH,,,ISRG,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ISRG..C535.20260220,,ISRG  260220C00535000,ISRG US 02/20/26 C535 EQUITY,OP
HRTH,,,JNJ,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRTS,,,JNJ,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRA9,,,JNJ,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRA9,,,JNJ,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C230.20260306,,JNJ   260306C00230000,JNJ US 03/06/26 C230 EQUITY,OP
HRT9,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260220,,JPM   260220C00310000,JPM US 02/20/26 C310 EQUITY,OP
HRTP,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260220,,JPM   260220C00310000,JPM US 02/20/26 C310 EQUITY,OP
HRCF,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C315.20260220,,JPM   260220C00315000,JPM US 02/20/26 C315 EQUITY,OP
HRCL,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C320.20260220,,JPM   260220C00320000,JPM US 02/20/26 C320 EQUITY,OP
HRCL,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C325.20260220,,JPM   260220C00325000,JPM US 02/20/26 C325 EQUITY,OP
HRCF,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260306,,JPM   260306C00310000,JPM US 03/06/26 C310 EQUITY,OP
HRCL,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C335.20260306,,JPM   260306C00335000,JPM US 03/06/26 C335 EQUITY,OP
HRCF,,,JPM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260320,,JPM   260320C00310000,JPM US 03/20/26 C310 EQUITY,OP
HRQA,,,KEY,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.KEY..C46.20260220,,KEY   260220C00046000,KEY CN 02/20/26 C46. EQUITY,OP
HRT9,,,KO,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.KO..C72.20260220,,KO    260220C00072000,KO US 02/20/26 C72 EQUITY,OP
HRTM,DE000F29BZE0,,KPN,,0.0,EUR,N,DE,,,,,,,,,,,,,,,EO.DE.DE.KPN..C3-95.20260220,,KPN   260220C00003950,KPN GR 02/20/26 C3.95 EQUITY,OP
HRQM,,,L,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.L..C64.20260220,,L     260220C00064000,L CN 02/20/26 C64. EQUITY,OP
HRQP,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1035.20260220,,LLY   260220C01035000,LLY US 02/20/26 C1035 EQUITY,OP
HRTH,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1040.20260220,,LLY   260220C01040000,LLY US 02/20/26 C1040 EQUITY,OP
HRTS,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1040.20260220,,LLY   260220C01040000,LLY US 02/20/26 C1040 EQUITY,OP
HRQE,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRVR,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRQP,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRCL,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1130.20260220,,LLY   260220C01130000,LLY US 02/20/26 C1130 EQUITY,OP
HRQE,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRVR,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRCL,,,LLY,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1115.20260306,,LLY   260306C01115000,LLY US 03/06/26 C1115 EQUITY,OP
HRVP,,,LMT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LMT..C585.20260220,,LMT   260220C00585000,LMT US 02/20/26 C585 EQUITY,OP
HRQA,,,LUG,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.LUG..C125.20260220,,LUG   260220C00125000,LUG CN 02/20/26 C125. EQUITY,OP
HRVG,,,LUV,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LUV..C43-5.20260220,,LUV   260220C00043500,LUV US 02/20/26 C43.5 EQUITY,OP
HRVG,,,LVS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LVS..C59.20260220,,LVS   260220C00059000,LVS US 02/20/26 C59 EQUITY,OP
HRTG,,,MAA,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MAA..C135.20260220,,MAA   260220C00135000,MAA US 02/20/26 C135 EQUITY,OP
HRVG,,,MAR,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MAR..C322-5.20260220,,MAR   260220C00322500,MAR US 02/20/26 C322.5 EQUITY,OP
HRQL,,,MARA,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MARA..C12.20260220,,MARA  260220C00012000,MARA US 02/20/26 C12 EQUITY,OP
HRT9,,,MCD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C310.20260220,,MCD   260220C00310000,MCD US 02/20/26 C310 EQUITY,OP
HRCL,,,MCD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C320.20260220,,MCD   260220C00320000,MCD US 02/20/26 C320 EQUITY,OP
HRCL,,,MCD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C327-5.20260220,,MCD   260220C00327500,MCD US 02/20/26 C327.5 EQUITY,OP
HRCL,,,MCD,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C340.20260306,,MCD   260306C00340000,MCD US 03/06/26 C340 EQUITY,OP
HRTH,,,MDT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MDT..C98.20260220,,MDT   260220C00098000,MDT US 02/20/26 C98 EQUITY,OP
HR21,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C612-5.20260220,,META  260220C00612500,META US 02/20/26 C612.5 EQUITY,OP
HRQP,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C635.20260220,,META  260220C00635000,META US 02/20/26 C635 EQUITY,OP
HRV3,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C660.20260220,,META  260220C00660000,META US 02/20/26 C660 EQUITY,OP
HRCL,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C660.20260220,,META  260220C00660000,META US 02/20/26 C660 EQUITY,OP
HRQP,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C685.20260220,,META  260220C00685000,META US 02/20/26 C685 EQUITY,OP
HRCL,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C780.20260220,,META  260220C00780000,META US 02/20/26 C780 EQUITY,OP
HRV3,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C675.20260306,,META  260306C00675000,META US 03/06/26 C675 EQUITY,OP
HRCL,,,META,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C725.20260306,,META  260306C00725000,META US 03/06/26 C725 EQUITY,OP
HRQA,,,MFC,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MFC..C54.20260220,,MFC   260220C00054000,MFC CN 02/20/26 C54. EQUITY,OP
HRQA,,,MG,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MG..C80.20260220,,MG    260220C00080000,MG CN 02/20/26 C80. EQUITY,OP
HRVG,,,MGM,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MGM..C35.20260220,,MGM   260220C00035000,MGM US 02/20/26 C35 EQUITY,OP
HRTH,,,MRK,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MRK..C110.20260220,,MRK   260220C00110000,MRK US 02/20/26 C110 EQUITY,OP
HRTS,,,MRK,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MRK..C110.20260220,,MRK   260220C00110000,MRK US 02/20/26 C110 EQUITY,OP
HRTG,ES0A06760961,,MRL,,0.0,EUR,N,ES,,,,,,,,,,,,,,,EO.ES.MA.MRL..C12-5.20260220,,MRL   260220C00012500,MRL SM 02/20/26 C12.5 EQUITY,OP
HRQM,,,MRU,,0.0,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MRU..C98.20260220,,MRU   260220C00098000,MRU CN 02/20/26 C98. EQUITY,OP
HRT9,,,MS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HRTP,,,MS,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HR21,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRT9,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRCL,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C462-5.20260220,,MSFT  260220C00462500,MSFT US 02/20/26 C462.5 EQUITY,OP
HRQP,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C465.20260220,,MSFT  260220C00465000,MSFT US 02/20/26 C465 EQUITY,OP
HRVS,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRVU,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRCL,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C485.20260220,,MSFT  260220C00485000,MSFT US 02/20/26 C485 EQUITY,OP
HRQP,,,MSFT,,0.0,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C490.20260220,,MSFT  260220C00490000,MSFT US 02/20/26 C490 EQUITY,OP
